id,brandName,productName,price,image_url,discount
4507921,뉴발란스,NBNPE4W102 / WOMEN 액티브 숏 구스다운 (6컬러),299000,https://image.msscdn.net/images/goods_img/20241011/4507921/4507921_17309514460618_500.jpg,0
4718332,타미힐피거,스트라이프 럭비 니트 (T12F0KPO330MT1DW5),299000,https://image.msscdn.net/images/goods_img/20250114/4718332/4718332_17376896032128_500.jpg,0
4798367,아캄,Laced CROS2 Patch Sweatpants (Gray),146700,https://image.msscdn.net/images/goods_img/20250218/4798367/4798367_17400840671466_500.jpg,10
4678076,르메메,Sac Jour_3colors,298000,https://image.msscdn.net/images/goods_img/20241223/4678076/4678076_17364997111730_500.jpg,0
4725441,플랙,ESSENTIAL E03 022 STRAIGHT MID BLUE,59000,https://image.msscdn.net/images/goods_img/20250116/4725441/4725441_17370159073950_500.jpg,34
4755834,애즈온,WISH RIBBED BUTTON TEE / IVORY,45600,https://image.msscdn.net/images/goods_img/20250204/4755834/4755834_17392416129512_500.jpg,5
4696321,낫온리포투데이,넘버볼 후드티 [버건디],55300,https://image.msscdn.net/images/goods_img/20250103/4696321/4696321_17367396670617_500.jpg,30
4371211,오드스튜디오,스포티 트랙 세미 크롭 니트 집업 - CHARCOAL,55300,https://image.msscdn.net/images/goods_img/20240826/4371211/4371211_17361422998163_500.jpg,38
4424539,낫온리포투데이,NOFT 패치워크 맨투맨 [네이비],55300,https://image.msscdn.net/images/goods_img/20240910/4424539/4424539_17298206845480_500.jpg,30
4659121,톰브라운,코튼 크레이프 V-넥 4-바 가디건 - 네이비 / FKC207A00219415,1072990,https://image.msscdn.net/images/goods_img/20241210/4659121/4659121_17349131417612_500.jpg,55
4798306,스파이더,25 한화이글스 어센틱 홈 유니폼 화이트 (노마킹)  SBKPCNRS501MWHT,143000,https://image.msscdn.net/images/goods_img/20250218/4798306/4798306_17398473414109_500.jpg,0
4459709,일리고,스터드 후드 집업 블랙,69000,https://image.msscdn.net/images/goods_img/20240924/4459709/4459709_17276898342946_500.jpg,30
4731355,제너럴아이디어,스트랩 레이어드 가디건 [CHARCOAL] / WBE1L04506,54000,https://image.msscdn.net/images/goods_img/20250120/4731355/4731355_17374235324672_500.jpg,32
4629664,카키포인트,Antique Tweed Jacket (ivory),222300,https://image.msscdn.net/images/goods_img/20241121/4629664/4629664_17321914730101_500.jpg,10
4593352,플레이스 스튜디오,슬림핏 베이직 윈터 티어드 밴딩 롱 캉캉스커트 [화이트],26200,https://image.msscdn.net/images/goods_img/20241106/4593352/4593352_17308779637311_500.jpg,38
4371006,나이키,스포츠웨어 클럽 프렌치 테리 크루 M - 다크 그레이 헤더:화이트 / BV2667-063,67500,https://image.msscdn.net/images/goods_img/20240826/4371006/4371006_17255868291715_500.jpg,10
4813653,디스이즈네버댓,Flannel Check Shirt Blue,139000,https://image.msscdn.net/images/goods_img/20250220/4813653/4813653_17400439149250_500.jpg,0
4798041,스파이더,25 한화이글스 어센틱 홈 유니폼 오렌지 (마킹) SBKPCNRS501MORG,168000,https://image.msscdn.net/images/goods_img/20250218/4798041/4798041_17398454363335_500.jpg,0
4716745,버버리,EKD 울 캐시미어 니트 - 블랙 / 8101952,1033990,https://image.msscdn.net/images/goods_img/20250113/4716745/4716745_17374205159825_500.jpg,35
4741662,살로몬,XT-6 GTX_L47450600,280000,https://image.msscdn.net/images/goods_img/20250123/4741662/4741662_17383050261257_500.jpeg,0
4778561,살로몬,XT-4 OG_L47568400,280000,https://image.msscdn.net/images/goods_img/20250211/4778561/4778561_17393394448610_500.jpeg,0
4702387,드로우핏,어베인 울 크롭 니트 가디건 [MELANGE GREY],62100,https://image.msscdn.net/images/goods_img/20250107/4702387/4702387_17369922421676_500.jpg,10
4462349,분크,Toque Hermit Cross S (토크 헐밋 크로스 스몰)_3colors,215000,https://image.msscdn.net/images/goods_img/20240925/4462349/4462349_17355307920711_500.jpg,0
4478513,시에클,컴포트 브이넥 가디건 (블랙),135200,https://image.msscdn.net/images/goods_img/20240930/4478513/4478513_17276909665248_500.jpg,20
4292636,리플라이퍼키,HT8618 웨어에버 와이드 데님 (OKHOTSK),36800,https://image.msscdn.net/images/goods_img/20240802/4292636/4292636_17253636023652_500.jpg,37
4299999,에이지오디,오버핏 비건 레더 자켓 [블랙],37300,https://image.msscdn.net/images/goods_img/20240806/4299999/4299999_17278352716062_500.jpg,40
4668951,무르,누오보백 미니(8color),87000,https://image.msscdn.net/images/goods_img/20241217/4668951/4668951_17352715264665_500.jpg,25
4721645,브룩스 브라더스,24FW 이태리 TEXCO社 캐시미어 100 발마칸 코트,990000,https://image.msscdn.net/images/goods_img/20250115/4721645/4721645_17370079112966_500.jpg,0
4629685,카키포인트,Antique Crop Tweed Jacket (black),207900,https://image.msscdn.net/images/goods_img/20241121/4629685/4629685_17321889067063_500.jpg,10
